customer_id,account_num,address1,address2,address3,address4,city,state_province,postal_code,country,customer_region_id,phone1,phone2,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,date_accnt_opened,member_card,occupation,houseowner,num_cars_owned
2302,19101046300,4540 Wood Ranch Circle,Space 51,\N,\N,Everett,WA,14217,USA,81,680-555-7683,661-555-9962,1921-11-06,S,$30K - $50K,M,3,0,High School Degree,1992-09-07,Bronze,Skilled Manual,Y,3
2303,19102564454,7490 Sharon Dr,\N,\N,\N,La Jolla,CA,47655,USA,33,492-555-4376,581-555-9169,1955-05-12,M,$50K - $70K,M,1,1,Bachelors Degree,1993-11-26,Silver,Professional,Y,3
2304,19116286600,6076 Citrus Ave,\N,\N,\N,Woodburn,OR,69204,USA,69,719-555-3126,107-555-4947,1916-04-15,S,$30K - $50K,M,1,0,Partial High School,1994-08-10,Silver,Skilled Manual,N,3
2305,19123136997,1936 Bayberry Drive,\N,\N,\N,Haney,BC,68803,Canada,93,792-555-2105,950-555-2783,1922-06-22,S,$10K - $30K,F,4,0,Partial High School,1991-08-04,Normal,Skilled Manual,N,1
2306,19130513072,3432 Bpnari Court,\N,\N,\N,Haney,BC,56515,Canada,93,142-555-8483,738-555-9847,1941-11-06,M,$50K - $70K,M,2,1,High School Degree,1993-06-11,Silver,Skilled Manual,Y,2
2307,19133763909,6890 Highland Road,\N,\N,\N,Anacortes,WA,22276,USA,79,238-555-6090,703-555-6311,1955-02-16,S,$10K - $30K,M,3,0,Partial High School,1991-09-11,Normal,Skilled Manual,N,0
2308,19160382151,1296 Bishop Court,\N,\N,\N,Novato,CA,75148,USA,42,511-555-2097,754-555-6662,1922-05-24,M,$130K - $150K,M,0,0,High School Degree,1994-07-21,Bronze,Professional,N,2
2309,19162597700,5008 Falls Ct,\N,\N,\N,Oak Bay,BC,79778,Canada,99,869-555-1990,742-555-1754,1971-08-03,S,$30K - $50K,M,4,0,High School Degree,1991-11-21,Golden,Manual,N,3
2310,19164539600,9667 Hermosa,\N,\N,\N,Hidalgo,Zacatecas,98812,Mexico,25,504-555-9283,815-555-9733,1937-04-22,M,$10K - $30K,F,4,1,Partial High School,1991-09-19,Normal,Skilled Manual,N,2
2311,19171250462,6289 Duck Horn Court,\N,\N,\N,Newport Beach,CA,95896,USA,59,758-555-6407,277-555-9371,1918-01-26,M,$30K - $50K,M,5,5,High School Degree,1994-11-15,Golden,Skilled Manual,Y,2
2312,19208608300,3859 Adelaide Street,\N,\N,\N,Acapulco,Guerrero,81092,Mexico,28,654-555-6986,373-555-6979,1979-01-20,S,$30K - $50K,M,4,0,High School Degree,1991-11-25,Bronze,Manual,N,2
2313,19218757748,736 Camino Norte,\N,\N,\N,La Mesa,CA,18046,USA,11,158-555-4136,885-555-6643,1918-03-14,M,$10K - $30K,F,3,1,Partial High School,1992-06-16,Normal,Manual,Y,2
2314,19221767187,8558 Pine Knoll Drive,\N,\N,\N,Arcadia,CA,68403,USA,51,739-555-8686,104-555-2879,1971-11-13,S,$10K - $30K,F,1,0,Partial High School,1992-11-05,Normal,Manual,N,2
2315,19263126850,8345 Sunset Circle,\N,\N,\N,San Andres,DF,70518,Mexico,106,504-555-8122,639-555-1172,1919-03-12,M,$50K - $70K,F,2,2,Bachelors Degree,1991-10-25,Bronze,Professional,Y,1
2316,19264001250,6422 Vista Diablo,\N,\N,\N,Santa Anita,DF,83807,Mexico,108,446-555-5957,120-555-8693,1979-06-24,M,$10K - $30K,M,4,1,Partial High School,1990-02-07,Bronze,Skilled Manual,Y,1
2317,19270454600,6463 Lorie Ln,\N,\N,\N,N. Vancouver,BC,52083,Canada,97,235-555-4022,677-555-5614,1973-02-01,S,$90K - $110K,F,1,0,Partial High School,1993-05-11,Bronze,Professional,Y,3
2318,19283152200,4794 Curtis Drive,\N,\N,\N,Kirkland,WA,34764,USA,63,200-555-9486,181-555-2764,1944-11-11,M,$10K - $30K,M,5,4,Partial High School,1991-05-21,Normal,Skilled Manual,Y,1
2319,19292513132,7744 Lacorso Drive,\N,\N,\N,San Carlos,CA,41910,USA,44,912-555-6179,100-555-1972,1941-01-14,M,$30K - $50K,F,3,2,High School Degree,1993-07-20,Bronze,Skilled Manual,Y,1
2320,19297496700,8985 Camino Segundo,\N,\N,\N,Sedro Woolley,WA,89751,USA,80,239-555-4929,527-555-6750,1941-09-28,M,$30K - $50K,F,1,0,High School Degree,1991-12-02,Bronze,Manual,Y,4
2321,19303472600,2190 Rock Creek Way,\N,\N,\N,Metchosin,BC,89350,Canada,104,312-555-3907,469-555-4586,1979-07-05,M,$30K - $50K,M,3,1,High School Degree,1991-09-07,Normal,Skilled Manual,Y,2
2322,19316615500,3686 Mac Court,\N,\N,\N,Cliffside,BC,77062,Canada,103,562-555-1286,258-555-2650,1972-12-24,M,$50K - $70K,F,0,0,Bachelors Degree,1991-04-12,Bronze,Professional,Y,4
2323,19318739771,7144 Augustine Drive,\N,\N,\N,Richmond,BC,16531,Canada,90,124-555-3948,828-555-7827,1936-07-21,S,$10K - $30K,M,3,0,Partial High School,1991-03-08,Normal,Manual,Y,2
2324,19331930875,1550 Cordoba,\N,\N,\N,Ladner,BC,95695,Canada,96,397-555-8955,639-555-4520,1947-10-10,S,$130K - $150K,M,4,0,High School Degree,1991-09-16,Bronze,Professional,N,3
2325,19334843800,7917 Prestwick Drive,\N,\N,\N,Concord,CA,13262,USA,46,755-555-8848,866-555-3270,1962-12-10,S,$10K - $30K,F,3,0,Partial High School,1991-10-13,Normal,Skilled Manual,N,1
2326,19349182800,2577 Aspen Drive,\N,\N,\N,Arcadia,CA,20360,USA,51,389-555-7141,701-555-7591,1972-07-10,M,$30K - $50K,M,1,0,High School Degree,1993-02-22,Bronze,Manual,Y,3
2327,19356161952,9199 Park Glenn,\N,\N,\N,Lebanon,OR,90151,USA,72,770-555-5662,951-555-4969,1915-11-11,M,$10K - $30K,F,4,3,Partial High School,1990-02-26,Normal,Skilled Manual,Y,1
2328,19361419081,4113 Pershing Dr,\N,\N,\N,Santa Cruz,CA,75347,USA,40,428-555-2584,147-555-2576,1938-08-02,S,$90K - $110K,M,3,0,High School Degree,1993-11-06,Bronze,Professional,Y,2
2329,19368006587,3645 W. Hookston Road,\N,\N,\N,Orizaba,Veracruz,12301,Mexico,24,832-555-8734,659-555-2241,1921-10-05,M,$110K - $130K,M,2,1,Graduate Degree,1992-08-18,Golden,Management,N,2
2330,19375774300,8812 Geneva Lane,\N,\N,\N,Burnaby,BC,62658,Canada,92,751-555-7941,778-555-7477,1924-11-17,M,$70K - $90K,M,4,3,Bachelors Degree,1993-06-21,Golden,Professional,N,3
2331,19384738200,9845 Oxford Place,\N,\N,\N,Lincoln Acres,CA,64773,USA,10,278-555-3719,412-555-5769,1916-03-24,S,$90K - $110K,F,4,0,High School Degree,1991-05-22,Bronze,Professional,Y,3
2332,19392881393,7922 Rancho View Drive,\N,\N,\N,Lemon Grove,CA,81291,USA,12,220-555-1555,793-555-4291,1950-05-17,S,$70K - $90K,M,4,0,Bachelors Degree,1992-04-02,Bronze,Professional,N,3
2333,19394447800,7963 Elk Dr,#4,\N,\N,Tlaxiaco,Oaxaca,96398,Mexico,30,908-555-8619,451-555-1212,1976-08-19,S,$90K - $110K,M,4,0,Partial High School,1993-04-02,Bronze,Management,Y,3
2334,19400874400,8950 Olivera Rd,\N,\N,\N,Metchosin,BC,52787,Canada,104,874-555-5084,854-555-7362,1915-08-01,S,$70K - $90K,M,2,0,Partial High School,1992-11-10,Bronze,Professional,Y,3
2335,19401620000,1901 Delaware Drive,\N,\N,\N,Olympia,WA,86224,USA,85,924-555-5434,774-555-6569,1956-08-12,S,$10K - $30K,M,2,0,Partial High School,1994-08-07,Normal,Manual,Y,1
2336,19421827793,487 OFarrell Dr,\N,\N,\N,San Andres,DF,87752,Mexico,106,124-555-2786,413-555-4608,1918-02-24,S,$10K - $30K,M,0,0,Partial High School,1990-01-24,Normal,Manual,N,2
2337,19445855021,3691 Marie Drive,\N,\N,\N,Altadena,CA,83743,USA,50,198-555-1765,355-555-2443,1918-07-25,M,$10K - $30K,M,5,5,Partial High School,1991-03-16,Normal,Skilled Manual,Y,1
2338,19447780800,5186 Elmhurst Lane,\N,\N,\N,Issaquah,WA,95084,USA,21,448-555-8144,144-555-9508,1943-09-14,S,$110K - $130K,M,0,0,High School Degree,1993-08-14,Bronze,Management,Y,3
2339,19450725913,1301 Stanbridge Ct,\N,\N,\N,Berkeley,CA,60846,USA,36,544-555-5751,348-555-9629,1937-07-06,M,$10K - $30K,F,2,1,Partial High School,1991-03-08,Normal,Skilled Manual,N,1
2340,19453118443,3050 Meadow Glen Way,\N,\N,\N,Bellingham,WA,14719,USA,78,155-555-5415,159-555-6322,1922-08-03,S,$10K - $30K,F,1,0,Partial High School,1993-06-13,Normal,Skilled Manual,N,1
2341,19453316926,9418 Leewood Place,\N,\N,\N,Acapulco,Guerrero,45641,Mexico,28,274-555-1651,386-555-5072,1965-05-04,M,$30K - $50K,M,5,4,Partial College,1991-06-18,Golden,Skilled Manual,Y,2
2342,19462570500,4077 St. George Drive,\N,\N,\N,Woodland Hills,CA,64675,USA,62,809-555-8944,220-555-9394,1925-04-17,M,$10K - $30K,M,1,1,High School Degree,1992-05-24,Normal,Skilled Manual,Y,1
2343,19480348200,700 Oaxaca,#17,\N,\N,Edmonds,WA,35467,USA,83,290-555-7465,470-555-6772,1912-08-26,S,$10K - $30K,F,4,0,Partial High School,1991-02-26,Normal,Manual,Y,1
2344,19495980143,5613 Knollview Court,\N,\N,\N,Arcadia,CA,20663,USA,51,848-555-4387,806-555-8037,1966-02-15,S,$30K - $50K,M,1,0,Bachelors Degree,1991-07-03,Bronze,Professional,N,3
2345,19502514004,5145 Redhead Way,\N,\N,\N,Richmond,CA,56616,USA,35,351-555-1536,178-555-4044,1952-11-17,M,$10K - $30K,M,1,0,Partial High School,1993-09-26,Normal,Skilled Manual,Y,0
2346,19511869500,2969 Broadmoor Avenue,\N,\N,\N,Burien,WA,79742,USA,74,271-555-9744,297-555-9279,1929-12-11,S,$50K - $70K,F,3,0,Partial College,1992-07-10,Bronze,Clerical,N,2
2347,19514557100,2755 Fairfield Ave,\N,\N,\N,Issaquah,WA,10089,USA,21,697-555-5522,832-555-7572,1953-11-15,S,$30K - $50K,F,4,0,Partial College,1991-08-06,Bronze,Clerical,Y,1
2348,19516284465,8176 Pena,\N,\N,\N,Langley,BC,99314,Canada,94,333-555-3854,906-555-6589,1949-09-05,S,$50K - $70K,F,3,0,Bachelors Degree,1991-06-21,Bronze,Professional,N,3
2349,19531138500,873 Wellington Avenue,\N,\N,\N,Guadalajara,Jalisco,65976,Mexico,4,121-555-1918,563-555-3511,1937-09-04,M,$110K - $130K,F,2,0,High School Degree,1993-11-08,Bronze,Professional,Y,4
2350,19531642794,9204 Pelican Loop,\N,\N,\N,Bellingham,WA,48657,USA,78,986-555-7382,967-555-9661,1919-09-22,M,$10K - $30K,M,3,3,Partial High School,1991-06-24,Normal,Skilled Manual,Y,1
2351,19534126500,2155 Twinview Drive,\N,\N,\N,Tlaxiaco,Oaxaca,82094,Mexico,30,137-555-7732,887-555-8868,1910-03-19,M,$30K - $50K,F,3,3,High School Degree,1991-11-19,Golden,Skilled Manual,Y,3
2352,19563856100,3396 El Dorado Way,\N,\N,\N,Beaverton,OR,46453,USA,67,125-555-2825,652-555-8304,1933-11-19,M,$90K - $110K,F,3,1,Partial High School,1993-12-06,Bronze,Professional,Y,3
2353,19572187066,6600 Chestnut Ave,\N,\N,\N,Richmond,BC,42443,Canada,90,198-555-1804,595-555-6140,1976-05-02,M,$50K - $70K,M,1,0,Bachelors Degree,1991-10-22,Bronze,Management,Y,2
2354,19580287300,8096 West M Street,\N,\N,\N,Richmond,BC,90954,Canada,90,448-555-8182,144-555-9546,1964-03-15,S,$50K - $70K,F,2,0,Bachelors Degree,1991-12-04,Bronze,Management,Y,1
2355,19583725900,1555 Lolita Drive,\N,\N,\N,Bremerton,WA,56716,USA,76,544-555-5789,348-555-9668,1934-06-18,M,$30K - $50K,M,2,2,Partial College,1992-07-07,Bronze,Professional,N,1
2356,19584482312,5959 C Olivera Rd,\N,\N,\N,San Jose,CA,10589,USA,39,156-555-5454,160-555-6361,1951-04-12,M,$50K - $70K,M,4,0,Partial College,1993-06-19,Bronze,Clerical,N,3
2357,19586397409,2328 California Street,\N,\N,\N,N. Vancouver,BC,15219,Canada,97,275-555-1689,387-555-5111,1956-08-10,S,$10K - $30K,M,0,0,Partial High School,1992-10-10,Normal,Manual,N,1
2358,19589551700,4332 Lislin Ct,\N,\N,\N,Langford,BC,34253,Canada,102,810-555-8982,221-555-9432,1960-07-05,M,$70K - $90K,F,1,1,Bachelors Degree,1991-09-25,Bronze,Professional,N,1
2359,19592089100,791 Monte Cresta,\N,\N,\N,Imperial Beach,CA,50453,USA,14,291-555-7504,710-555-1468,1937-04-03,M,$10K - $30K,M,2,1,Partial High School,1992-03-24,Normal,Skilled Manual,Y,1
2360,19610526561,5704 Laverne Avenue,\N,\N,\N,La Mesa,CA,89240,USA,11,960-555-6685,918-555-1335,1966-08-27,S,$30K - $50K,M,3,0,Partial College,1991-04-25,Bronze,Professional,N,4
2361,19632949829,2581 Bentley Ct,\N,\N,\N,Coronado,CA,52486,USA,8,464-555-3835,291-555-6342,1943-03-24,S,$10K - $30K,M,3,0,Partial High School,1991-05-02,Normal,Manual,N,1
2362,19637509584,404 Sinaloa,\N,\N,\N,Long Beach,CA,76551,USA,48,383-555-3042,649-555-6235,1952-11-15,M,$50K - $70K,F,3,2,Bachelors Degree,1992-10-11,Bronze,Professional,N,4
2363,19646580815,191 Hooftrail Way,\N,\N,\N,Cliffside,BC,78665,Canada,103,810-555-7821,945-555-9871,1938-07-16,M,$30K - $50K,M,5,5,High School Degree,1993-02-06,Golden,Manual,Y,2
2364,19647213800,8267 Lavene Way,\N,\N,\N,Shawnee,BC,95184,Canada,105,752-555-5656,426-555-8392,1978-05-15,M,$30K - $50K,M,2,2,High School Degree,1991-08-18,Bronze,Skilled Manual,Y,3
2365,19652594300,8308 Fox Way,#147,\N,\N,Langley,BC,63461,Canada,94,541-555-3721,983-555-5313,1928-01-11,S,$30K - $50K,M,1,0,High School Degree,1991-01-13,Bronze,Manual,N,1
2366,19669556617,9295 Arcadia Pl,\N,\N,\N,West Covina,CA,91231,USA,60,745-555-3842,726-555-6121,1942-08-26,M,$10K - $30K,F,4,3,Bachelors Degree,1991-10-24,Normal,Professional,Y,2
2367,19675945639,9589 Eastgate Avenue,\N,\N,\N,Palo Alto,CA,98377,USA,41,557-555-9535,406-555-1671,1977-02-04,S,$30K - $50K,M,1,0,Partial High School,1992-11-16,Normal,Manual,Y,3
2368,19682023500,832 Heights Ave.,\N,\N,\N,Port Orchard,WA,47219,USA,77,784-555-8285,172-555-1107,1946-02-21,S,$10K - $30K,F,1,0,Partial High School,1992-08-27,Normal,Manual,N,2
2369,19683965400,4036 Elk Dr,\N,\N,\N,Sooke,BC,20527,Canada,101,618-555-3606,114-555-7942,1964-08-09,M,$50K - $70K,M,3,3,Bachelors Degree,1993-06-24,Bronze,Professional,Y,3
2370,19693825200,5531 Fremont Street,\N,\N,\N,Royal Oak,BC,34530,Canada,100,868-555-9985,803-555-6007,1925-06-04,S,$90K - $110K,M,2,0,Partial High School,1991-04-04,Bronze,Professional,Y,2
2371,19696663000,1646 Teixeira Way,\N,\N,\N,Spokane,WA,72998,USA,87,964-555-7592,768-555-2471,1927-05-04,S,$10K - $30K,M,1,0,Partial High School,1994-07-04,Normal,Skilled Manual,N,1
2372,19699651000,3395 Farm Bureau Rd,\N,\N,\N,Issaquah,WA,26871,USA,21,576-555-7256,579-555-8163,1977-11-22,M,$70K - $90K,M,3,2,Bachelors Degree,1992-06-15,Bronze,Professional,Y,2
2373,19702435135,9763 Maricopa,\N,\N,\N,Corvallis,OR,57794,USA,70,385-555-4067,497-555-7488,1913-11-20,M,$30K - $50K,F,4,1,Bachelors Degree,1994-09-14,Bronze,Professional,Y,4
2374,19705627000,4422 Mariposa,\N,\N,\N,Lynnwood,WA,76828,USA,75,920-555-2360,570-555-6467,1949-07-12,S,$30K - $50K,F,3,0,High School Degree,1990-02-15,Bronze,Manual,Y,2
2375,19706125855,1045 Las Lomas Way,\N,\N,\N,Ladner,BC,47620,Canada,96,401-555-9881,820-555-3846,1930-04-16,M,$30K - $50K,F,2,2,Partial College,1993-06-07,Bronze,Clerical,Y,3
2376,19707719100,5958 Cross Road,\N,\N,\N,Lake Oswego,OR,32816,USA,64,958-555-6803,916-555-1453,1921-04-10,S,$30K - $50K,M,2,0,Partial College,1990-06-17,Silver,Skilled Manual,Y,3
2377,19708014130,5490 Roskelley Drive,\N,\N,\N,Long Beach,CA,68769,USA,48,462-555-3953,289-555-6460,1942-09-15,M,$30K - $50K,M,0,0,High School Degree,1992-01-08,Bronze,Manual,Y,3
2378,19708164300,658 Cardinet Dr,\N,\N,\N,Spokane,WA,20126,USA,87,381-555-3160,647-555-6353,1914-03-03,M,$70K - $90K,F,4,0,Bachelors Degree,1991-06-24,Bronze,Professional,Y,2
2379,19716693758,445 Banyan Way,\N,\N,\N,Fremont,CA,22241,USA,34,808-555-7938,943-555-9988,1932-06-02,M,$70K - $90K,F,5,1,Bachelors Degree,1990-05-17,Bronze,Professional,Y,3
2380,19717428700,8521 C Mt. Hood Circle,\N,\N,\N,Berkeley,CA,38760,USA,36,750-555-5774,423-555-8510,1933-11-25,M,$50K - $70K,F,2,2,Bachelors Degree,1994-08-26,Bronze,Professional,Y,4
2381,19724150300,1218 Woodside Court,\N,\N,\N,Glendale,CA,70362,USA,54,539-555-3838,320-555-9089,1928-07-02,M,$30K - $50K,M,3,1,Partial College,1992-08-18,Bronze,Manual,N,2
2382,19725362658,9549 Jomar Drive,\N,\N,\N,Ballard,WA,36132,USA,20,743-555-3960,724-555-6239,1974-11-14,S,$30K - $50K,F,5,0,Partial College,1993-03-26,Bronze,Professional,N,3
2383,19733114200,2500 Ward Court,\N,\N,\N,Sedro Woolley,WA,69569,USA,80,554-555-9653,404-555-1788,1971-12-17,M,$70K - $90K,M,1,1,Bachelors Degree,1993-03-27,Bronze,Professional,Y,4
2384,19744615600,1086 Ash Lane,\N,\N,\N,National City,CA,91119,USA,9,781-555-8403,170-555-1224,1971-09-04,M,$10K - $30K,F,5,5,Partial High School,1991-08-08,Normal,Skilled Manual,Y,1
2385,19754158854,4290 Wellington Avenue,\N,\N,\N,Pomona,CA,90718,USA,61,728-555-5984,224-555-1320,1939-07-08,S,$30K - $50K,F,1,0,Partial College,1994-02-03,Normal,Skilled Manual,Y,2
2386,19758509400,5785 Ygnacio Valley Road,\N,\N,\N,Redwood City,CA,78429,USA,45,978-555-3362,913-555-8384,1948-05-08,M,$30K - $50K,M,3,1,Partial College,1990-11-18,Bronze,Professional,Y,4
2387,19760183095,3146 Mayhew Way,\N,\N,\N,West Covina,CA,44191,USA,60,413-555-4627,878-555-4848,1924-04-16,M,$30K - $50K,F,2,2,High School Degree,1991-10-15,Bronze,Skilled Manual,Y,4
2388,19781367200,4895 Bentley St,\N,\N,\N,Langford,BC,97063,Canada,102,686-555-9634,689-555-1541,1936-06-05,S,$30K - $50K,F,3,0,High School Degree,1991-05-22,Bronze,Manual,N,1
2389,19793453216,1264 Eureka Lane,\N,\N,\N,San Gabriel,CA,26942,USA,52,805-555-5870,916-555-9291,1946-06-08,M,$10K - $30K,M,2,0,Partial High School,1990-05-19,Normal,Skilled Manual,Y,2
2390,19803323745,5923 Hazelwood Lane,\N,\N,\N,Puyallup,WA,21728,USA,86,439-555-4163,990-555-8270,1944-09-24,M,$30K - $50K,F,3,3,Partial College,1993-09-28,Golden,Professional,Y,4
2391,19834249600,2545 Donaleen Cr,\N,\N,\N,Tixapan,DF,18812,Mexico,107,820-555-2684,340-555-5648,1957-03-26,M,$30K - $50K,F,3,2,High School Degree,1993-09-19,Bronze,Skilled Manual,Y,3
2392,19842543005,115 Pine Creek Way,\N,\N,\N,Lynnwood,WA,40082,USA,75,478-555-8605,436-555-3256,1980-11-17,S,$30K - $50K,F,2,0,High School Degree,1992-09-10,Bronze,Skilled Manual,N,4
2393,19848068356,6991 Mauna Kea Court,\N,\N,\N,Newport Beach,CA,39961,USA,59,882-555-5755,709-555-8262,1963-01-20,M,$50K - $70K,F,3,3,Bachelors Degree,1992-03-09,Normal,Management,N,3
2394,19860744476,4814 Ward Street,\N,\N,\N,Port Hammond,BC,90318,Canada,98,801-555-4963,167-555-8156,1967-03-05,S,$30K - $50K,F,2,0,Bachelors Degree,1993-01-12,Bronze,Professional,N,2
2395,19877873100,4601 Sudance Drive,\N,\N,\N,Redwood City,CA,92433,USA,45,567-555-4398,701-555-6448,1959-05-11,M,$10K - $30K,M,1,0,Partial High School,1991-11-13,Normal,Skilled Manual,Y,1
2396,19882148504,2678 Village Pl,\N,\N,\N,Beverly Hills,CA,82659,USA,47,509-555-2234,843-555-1312,1922-07-05,S,$50K - $70K,F,1,0,Bachelors Degree,1992-10-19,Bronze,Professional,N,2
2397,19892995357,2719 Little Dr,\N,\N,\N,Milwaukie,OR,50936,USA,65,959-555-5641,740-555-1891,1949-11-07,S,$30K - $50K,F,2,0,Bachelors Degree,1993-10-20,Bronze,Management,Y,3
2398,19899030327,1050 Creed Ave,\N,\N,\N,Lebanon,OR,78416,USA,72,850-555-6417,831-555-8695,1969-03-27,S,$50K - $70K,F,4,0,Bachelors Degree,1992-06-27,Golden,Professional,N,2
2399,19904410839,4000 Krueger Drive,\N,\N,\N,Burbank,CA,12855,USA,53,662-555-3109,512-555-4245,1928-11-27,M,$10K - $30K,M,5,2,Partial High School,1994-04-25,Normal,Skilled Manual,Y,0
2400,19905360300,5241 St. Andrews Way,\N,\N,\N,Richmond,BC,34404,Canada,90,889-555-1859,277-555-3681,1931-04-14,M,$30K - $50K,F,3,2,High School Degree,1993-10-01,Bronze,Manual,Y,1
2401,19906513690,8446 San Gabriel,\N,\N,\N,Vancouver,BC,34004,Canada,5,723-555-6181,220-555-1517,1942-02-26,S,$30K - $50K,M,4,0,Partial College,1991-04-04,Bronze,Clerical,N,3
2402,19910140000,9941 Graham Ave.,\N,\N,\N,Vancouver,BC,21715,Canada,5,312-555-7217,908-555-8581,1967-03-15,S,$10K - $30K,F,1,0,Partial High School,1993-09-16,Normal,Manual,N,0
2403,19916362762,3400 Folson Drive,\N,\N,\N,Royal Oak,BC,60183,Canada,100,408-555-4824,873-555-5045,1963-06-10,S,$30K - $50K,F,3,0,High School Degree,1991-05-10,Silver,Manual,N,2
2404,19922360181,7805 Roslyn Drive,\N,\N,\N,Woodland Hills,CA,40349,USA,62,681-555-9831,685-555-1738,1949-08-07,M,$50K - $70K,F,2,1,Bachelors Degree,1993-08-16,Bronze,Management,Y,2
2405,19932997800,4173 Whyte Park Ave,\N,\N,\N,Lemon Grove,CA,44979,USA,12,139-555-9724,912-555-9488,1921-04-08,S,$50K - $70K,F,4,0,Bachelors Degree,1991-04-09,Normal,Professional,Y,1
2406,19934489130,6177 Arleda Lane,\N,\N,\N,Grossmont,CA,64013,USA,17,435-555-4359,985-555-8467,1951-04-21,S,$30K - $50K,F,1,0,High School Degree,1992-07-26,Bronze,Manual,N,1
2407,19953613300,5455 Via Romero,\N,\N,\N,Mill Valley,CA,34805,USA,38,816-555-2881,335-555-5845,1954-02-11,M,$50K - $70K,F,3,2,Bachelors Degree,1990-01-17,Bronze,Management,N,2
2408,19966074824,369 Peabody Road,\N,\N,\N,Richmond,CA,20001,USA,35,473-555-8802,431-555-3452,1939-06-26,M,$70K - $90K,M,0,0,Bachelors Degree,1991-09-06,Golden,Professional,Y,2
2409,19968386888,9900 Clearbrook Drive,\N,\N,\N,Seattle,WA,55954,USA,18,216-555-9610,704-555-8459,1955-04-26,M,$70K - $90K,M,1,1,Bachelors Degree,1993-10-14,Bronze,Management,Y,1
2410,19984984400,5068 N Francisco Way,\N,\N,\N,Royal Oak,BC,73112,Canada,100,248-555-2077,513-555-5270,1932-05-20,S,$10K - $30K,F,3,0,Partial High School,1992-08-25,Normal,Skilled Manual,N,0
2411,19987677335,4855 James Court,\N,\N,\N,Beverly Hills,CA,94262,USA,47,913-555-1513,148-555-3563,1956-04-24,S,$10K - $30K,F,0,0,Partial High School,1992-03-23,Normal,Skilled Manual,Y,1
2412,19996968507,2932 Manuel,\N,\N,\N,Santa Monica,CA,25945,USA,49,855-555-8348,529-555-2084,1951-03-14,S,$70K - $90K,M,5,0,Bachelors Degree,1991-10-27,Bronze,Professional,Y,4
2413,19998132600,2973 Cardinet Drive,\N,\N,\N,Mill Valley,CA,93221,USA,38,644-555-6413,186-555-8005,1940-03-13,M,$30K - $50K,M,0,0,High School Degree,1993-06-25,Bronze,Skilled Manual,Y,2
2414,19998878200,3960 Temple Drive,#304,\N,\N,Guadalajara,Jalisco,49609,Mexico,4,609-555-2877,590-555-5155,1966-02-06,S,$30K - $50K,F,5,0,High School Degree,1991-02-14,Silver,Manual,N,2
2415,19999028400,189 Rae Anne Dr,\N,\N,\N,Haney,BC,81142,Canada,93,421-555-8570,509-555-4363,1969-10-14,S,$90K - $110K,M,4,0,High School Degree,1991-07-09,Bronze,Management,Y,2
2416,20004403591,1431 Corte Bonita,\N,\N,\N,Sooke,BC,29984,Canada,101,648-555-7320,936-555-9141,1963-11-23,M,$30K - $50K,M,1,1,High School Degree,1993-07-23,Bronze,Manual,N,3
2417,20004553800,4635 Woodside Court,\N,\N,\N,Redwood City,CA,32922,USA,45,721-555-6298,878-555-6977,1937-05-05,M,$110K - $130K,M,4,2,Partial High School,1992-06-12,Bronze,Professional,Y,2
2418,20007391600,6130 Alderwood Lane,\N,\N,\N,San Carlos,CA,17295,USA,44,971-555-3677,667-555-5041,1924-03-19,S,$30K - $50K,F,5,0,High School Degree,1991-10-08,Bronze,Manual,N,2
2419,20022916197,2245 Fairfield Ave,\N,\N,\N,Daly City,CA,55763,USA,31,167-555-1284,632-555-1505,1964-06-21,M,$130K - $150K,M,1,1,Partial High School,1991-05-10,Bronze,Professional,Y,3
2420,20025619900,3994 Pinecrest Court,#3,\N,\N,Renton,WA,96362,USA,73,440-555-6291,682-555-1856,1964-06-03,M,$70K - $90K,F,0,0,High School Degree,1991-04-13,Bronze,Professional,Y,1
2421,20032502412,363 Corrie Lane,\N,\N,\N,Arcadia,CA,40559,USA,51,798-555-6184,670-555-5948,1968-10-27,M,$30K - $50K,F,1,0,Partial High School,1991-11-15,Golden,Skilled Manual,N,3
2422,20033237300,5022 Euclid Ave.,\N,\N,\N,Lebanon,OR,59593,USA,72,320-555-2217,871-555-6324,1972-10-22,S,$30K - $50K,F,1,0,High School Degree,1990-11-02,Bronze,Manual,N,2
2423,20034079551,1644 Via Media,\N,\N,\N,Burnaby,BC,30385,Canada,92,701-555-9739,221-555-3703,1921-10-02,M,$10K - $30K,M,2,0,Partial High School,1990-01-17,Normal,Skilled Manual,Y,0
2424,20037721991,6557 Rose St.,\N,\N,\N,West Covina,CA,15580,USA,60,598-555-1317,317-555-1310,1938-11-14,S,$90K - $110K,F,3,0,Partial High School,1993-05-03,Silver,Professional,Y,4
2425,20041981339,6090 San Francisco,\N,\N,\N,San Carlos,CA,51533,USA,44,102-555-7467,829-555-9975,1927-08-23,S,$30K - $50K,M,3,0,Bachelors Degree,1993-04-23,Bronze,Professional,N,4
2426,20042759180,1258 Stephine Way,\N,\N,\N,Tacoma,WA,28912,USA,84,682-555-3017,948-555-6210,1924-03-02,S,$90K - $110K,M,2,0,Partial High School,1991-01-15,Bronze,Management,Y,1
